0, 0
0.0314159, 0.0956423
0.0628319, 0.190447
0.0942478, 0.283585
0.125664, 0.37424
0.15708, 0.461619
0.188496, 0.544959
0.219911, 0.62353
0.251327, 0.696648
0.282743, 0.763673
0.314159, 0.824022
0.345575, 0.877171
0.376991, 0.922659
0.408407, 0.960092
0.439823, 0.98915
0.471239, 1.00958
0.502655, 1.02122
0.534071, 1.02398
0.565487, 1.01783
0.596903, 1.00284
0.628319, 0.979162
0.659734, 0.947007
0.69115, 0.906671
0.722566, 0.858522
0.753982, 0.802996
0.785398, 0.740595
0.816814, 0.671879
0.84823, 0.597469
0.879646, 0.518031
0.911062, 0.434278
0.942478, 0.346961
0.973894, 0.256862
1.00531, 0.164787
1.03673, 0.0715605
1.06814, -0.021985
1.09956, -0.115013
1.13097, -0.206692
1.16239, -0.296204
1.19381, -0.38275
1.22522, -0.465556
1.25664, -0.543884
1.28805, -0.617034
1.31947, -0.684355
1.35088, -0.745244
1.3823, -0.799161
1.41372, -0.845622
1.44513, -0.884214
1.47655, -0.914593
1.50796, -0.936488
1.53938, -0.949704
1.5708, -0.954122
1.60221, -0.949704
1.63363, -0.936488
1.66504, -0.914593
1.69646, -0.884214
1.72788, -0.845622
1.75929, -0.799161
1.79071, -0.745244
1.82212, -0.684355
1.85354, -0.617034
1.88496, -0.543884
1.91637, -0.465556
1.94779, -0.38275
1.9792, -0.296204
2.01062, -0.206692
2.04204, -0.115013
2.07345, -0.021985
2.10487, 0.0715605
2.13628, 0.164787
2.1677, 0.256862
2.19911, 0.346961
2.23053, 0.434278
2.26195, 0.518031
2.29336, 0.597469
2.32478, 0.671879
2.35619, 0.740595
2.38761, 0.802996
2.41903, 0.858522
2.45044, 0.906671
2.48186, 0.947007
2.51327, 0.979162
2.54469, 1.00284
2.57611, 1.01783
2.60752, 1.02398
2.63894, 1.02122
2.67035, 1.00958
2.70177, 0.98915
2.73319, 0.960092
2.7646, 0.922659
2.79602, 0.877171
2.82743, 0.824022
2.85885, 0.763673
2.89027, 0.696648
2.92168, 0.62353
2.9531, 0.544959
2.98451, 0.461619
3.01593, 0.37424
3.04734, 0.283585
3.07876, 0.190447
3.11018, 0.0956423
3.14159, 1.39515e-014
